artist,track,url
"Bob Marley & The Wailers","I Shot The Sheriff","https://www.youtube.com/embed/oe2hdbft5-U?autoplay=1&start=30&end=60&controls=0"
"Favored Nations","The Set Up","https://www.youtube.com/embed/RtpsoiQy62U?autoplay=1&start=55&end=85&controls=0"
"Tatli","nas ne dogonyat","https://www.youtube.com/embed/ImJYlClFaz0?autoplay=1&start=42&end=72&controls=0"
"crypvolk","Sweet Dreams - Hardstyle","https://www.youtube.com/embed/_JVEhicoQDs?autoplay=1&start=57&end=87&controls=0"
"Yosuf","Anadrol","https://www.youtube.com/embed/YScuptEW9P4?autoplay=1&start=44&end=74&controls=0"
"Daniel Caesar","Get You (feat. Kali Uchis)","https://www.youtube.com/embed/xyUQKDE57Ag?autoplay=1&start=34&end=64&controls=0"
"ANGUISH","Kłamstwo","https://www.youtube.com/embed/BREQYRlNu6Y?autoplay=1&start=51&end=81&controls=0"
"POSEIDON","S&M - HARDSTYLE","https://www.youtube.com/embed/iO4CCm8hq-4?autoplay=1&start=50&end=80&controls=0"
"Black Atlass","Sacrifice (feat. Jessie Reyez)","https://www.youtube.com/embed/Ny-di8Mv9jE?autoplay=1&start=48&end=78&controls=0"
"Amy Winehouse","Back To Black","https://www.youtube.com/embed/4Q4Gy2Z7xZ0?autoplay=1&start=43&end=73&controls=0"
"Chase Atlantic","Swim","https://www.youtube.com/embed/7yW_uJOpxww?autoplay=1&start=33&end=63&controls=0"
"d4vd","This Is How It Feels (with Laufey)","https://www.youtube.com/embed/KFNfB1-sI3g?autoplay=1&start=44&end=74&controls=0"
"21 Savage","redrum","https://www.youtube.com/embed/ukbiRcyzrpc?autoplay=1&start=58&end=88&controls=0"
"Yosuf","Winstrol","https://www.youtube.com/embed/HanlrB3JhLk?autoplay=1&start=58&end=88&controls=0"
"Saymooon","DAM DADI","https://www.youtube.com/embed/J241ajUV3wE?autoplay=1&start=38&end=68&controls=0"
"Arcane","Remember Me (from the series Arcane League of Legends)","https://www.youtube.com/embed/Tg9yLrJTmTc?autoplay=1&start=41&end=71&controls=0"
"Lady Gaga","Die With A Smile","https://www.youtube.com/embed/PfH7jq_uSCM?autoplay=1&start=30&end=60&controls=0"
"Chase Atlantic","SLIDE","https://www.youtube.com/embed/tOVIeLZtxDc?autoplay=1&start=36&end=66&controls=0"
"Johnny Rain","...Fuck","https://www.youtube.com/embed/Ohwq-_i_d04?autoplay=1&start=41&end=71&controls=0"
"Dj Bountyhunter","Doh","https://www.youtube.com/embed/yIZw-Tg5cFg?autoplay=1&start=58&end=88&controls=0"
"David Guetta","Memories (feat. Kid Cudi)","https://www.youtube.com/embed/5tmUL340cNQ?autoplay=1&start=45&end=75&controls=0"
"ANGUISH","Krasavitsa (Remix)","https://www.youtube.com/embed/bQ0a12UaFm4?autoplay=1&start=36&end=66&controls=0"
"Francky Vincent","Ta touffe m'étouffe","https://www.youtube.com/embed/0wgfXXOqITY?autoplay=1&start=37&end=67&controls=0"
"d4vd","Romantic Homicide","https://www.youtube.com/embed/FpO31FVxxb4?autoplay=1&start=35&end=65&controls=0"
"d4vd","Rehab","https://www.youtube.com/embed/suyKeRQDRlw?autoplay=1&start=30&end=60&controls=0"
"overrated","Memories","https://www.youtube.com/embed/HKMINF9iyQQ?autoplay=1&start=35&end=65&controls=0"
"Doja Cat","Streets - Silhouette Remix","https://www.youtube.com/embed/1hXYhZaGl0o?autoplay=1&start=34&end=64&controls=0"
"The Weeknd","The Abyss (feat. Lana Del Rey)","https://www.youtube.com/embed/S3ncfrQPpjs?autoplay=1&start=57&end=87&controls=0"
"Rihanna","Only Girl (In The World)","https://www.youtube.com/embed/-ySWIyJj3I0?autoplay=1&start=40&end=70&controls=0"
"ZAYN","Vibez","https://www.youtube.com/embed/VSpgaN3wuag?autoplay=1&start=45&end=75&controls=0"
"Chase Atlantic","The Walls","https://www.youtube.com/embed/FnvUMFmxP70?autoplay=1&start=53&end=83&controls=0"
"The Weeknd","Wicked Games","https://www.youtube.com/embed/r5q5Sebo55k?autoplay=1&start=34&end=64&controls=0"
"Chase Atlantic","DEVILISH","https://www.youtube.com/embed/DdzF7AT8Lds?autoplay=1&start=53&end=83&controls=0"
"d4vd","Take Me To The Sun","https://www.youtube.com/embed/vl1FGKTyXR0?autoplay=1&start=34&end=64&controls=0"
"Two Feet","Love Is a Bitch","https://www.youtube.com/embed/yGl7errjHWk?autoplay=1&start=52&end=82&controls=0"
"The Weeknd","Where You Belong - From ""Fifty Shades Of Grey"" Soundtrack","https://www.youtube.com/embed/PZVAecq3lvg?autoplay=1&start=56&end=86&controls=0"
"Damso","Θ. Macarena","https://www.youtube.com/embed/GGhKPm18E48?autoplay=1&start=51&end=81&controls=0"
"Wheatus","Teenage Dirtbag","https://www.youtube.com/embed/2caLzIVzyiw?autoplay=1&start=33&end=63&controls=0"
"11eter","TEKKDESTROYERS","https://www.youtube.com/embed/kZg6L-Vh-mM?autoplay=1&start=39&end=69&controls=0"
"d4vd","Friend Again","https://www.youtube.com/embed/tabWXwOtq_o?autoplay=1&start=37&end=67&controls=0"
"Doja Cat","You Right","https://www.youtube.com/embed/eRRz29Q-RJc?autoplay=1&start=54&end=84&controls=0"
"d4vd","2016","https://www.youtube.com/embed/-IJx44NUSjo?autoplay=1&start=42&end=72&controls=0"
"d4vd","Where'd It Go Wrong?","https://www.youtube.com/embed/Ewk2CygtBV4?autoplay=1&start=46&end=76&controls=0"
"The Weeknd","Open Hearts","https://www.youtube.com/embed/ll6sBa3Dafs?autoplay=1&start=30&end=60&controls=0"
"Tomorrow","ННД","https://www.youtube.com/embed/SQnrPerUJpw?autoplay=1&start=40&end=70&controls=0"
"d4vd","Afterlife","https://www.youtube.com/embed/JS8gGUgp8_E?autoplay=1&start=57&end=87&controls=0"
"Chase Atlantic","OUT THE ROOF","https://www.youtube.com/embed/Z3BXTHZGOZc?autoplay=1&start=56&end=86&controls=0"
"Miki Matsubara","Mayonaka no Door / Stay With Me","https://www.youtube.com/embed/moR4uw-NWLY?autoplay=1&start=39&end=69&controls=0"
"Josman","Intro","https://www.youtube.com/embed/pGvyagv4yks?autoplay=1&start=45&end=75&controls=0"
"Presley Regier","NEED TO KNOW","https://www.youtube.com/embed/X8OAm9uBPCo?autoplay=1&start=41&end=71&controls=0"
"d4vd","Here With Me","https://www.youtube.com/embed/B7Y4LHbpXv0?autoplay=1&start=50&end=80&controls=0"
"Arcane","To Ashes and Blood (from the series Arcane League of Legends)","https://www.youtube.com/embed/Gj-jmBi0aK8?autoplay=1&start=42&end=72&controls=0"
"d4vd","Invisible String Theory (Interlude)","https://www.youtube.com/embed/jIH1_V7gDTM?autoplay=1&start=41&end=71&controls=0"
"Azee","Sexual Healing","https://www.youtube.com/embed/NEWijuCYn84?autoplay=1&start=30&end=60&controls=0"
"Summer Walker","Girls Need Love","https://www.youtube.com/embed/QHOWUAdjjyY?autoplay=1&start=39&end=69&controls=0"
"Rihanna","S&M Remix","https://www.youtube.com/embed/Jcczg4ad0wA?autoplay=1&start=57&end=87&controls=0"
"Hardstylerzz","HEART ATTACK","https://www.youtube.com/embed/f5FHYgEIFco?autoplay=1&start=52&end=82&controls=0"
"Bryant Barnes","Is This Love To You","https://www.youtube.com/embed/wBR8OVEJwjo?autoplay=1&start=32&end=62&controls=0"
"Metro Boomin","Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","https://www.youtube.com/embed/t1xsXfKa1YY?autoplay=1&start=48&end=78&controls=0"
"TNT","Hard Beat","https://www.youtube.com/embed/Riy2YDedIxM?autoplay=1&start=43&end=73&controls=0"
"Sabrina Claudio","Stand Still","https://www.youtube.com/embed/dw0sjXiU4IE?autoplay=1&start=38&end=68&controls=0"
"crypvolk","One Kiss - Hardstyle","https://www.youtube.com/embed/Mr0M_P1EiSY?autoplay=1&start=34&end=64&controls=0"
"TECHNO N TEQUILLA","EINS ZWEI POLIZEI (TECHNO)","https://www.youtube.com/embed/P2yox7sS4EQ?autoplay=1&start=33&end=63&controls=0"
"Sabrina Claudio","On My Shoulders","https://www.youtube.com/embed/Q6VDw-zORKo?autoplay=1&start=45&end=75&controls=0"
"d4vd","Somewhere In The Middle","https://www.youtube.com/embed/YUgNlFXJIIQ?autoplay=1&start=36&end=66&controls=0"
"Chase Atlantic","Keep It Up","https://www.youtube.com/embed/rp_qWqifiYA?autoplay=1&start=31&end=61&controls=0"
"Selena Gomez","Good For You","https://www.youtube.com/embed/Wp0hWIO8DiU?autoplay=1&start=36&end=66&controls=0"
"Sabrina Claudio","Belong to You (feat. 6LACK)","https://www.youtube.com/embed/NoUf2FNst_o?autoplay=1&start=59&end=89&controls=0"
"alayna","Bliss","https://www.youtube.com/embed/kPr4pGYvv2g?autoplay=1&start=59&end=89&controls=0"
"Scorpions","Still Loving You","https://www.youtube.com/embed/O5Kw41JAfG4?autoplay=1&start=38&end=68&controls=0"
"Arcane","The Line (from the series Arcane League of Legends)","https://www.youtube.com/embed/XCz7WUotXs8?autoplay=1&start=48&end=78&controls=0"
"Two Feet","I Feel Like I'm Drowning","https://www.youtube.com/embed/0HLIMp2rkFc?autoplay=1&start=34&end=64&controls=0"
"Duran Duran","INVISIBLE","https://www.youtube.com/embed/FKwVFWwA_x8?autoplay=1&start=36&end=66&controls=0"
"Silencee","Alone","https://www.youtube.com/embed/u9Dg-g7t2l4?autoplay=1&start=38&end=68&controls=0"
"Bryant Barnes","Don't Let It Be You","https://www.youtube.com/embed/VzhLfT2tjos?autoplay=1&start=55&end=85&controls=0"
"overrated","Break The Rules","https://www.youtube.com/embed/NaWMr0Viirw?autoplay=1&start=35&end=65&controls=0"
"Doja Cat","So High","https://www.youtube.com/embed/XGwcvW8sszw?autoplay=1&start=43&end=73&controls=0"
"Gigi Perez","Karma","https://www.youtube.com/embed/XEwJGLEOHQw?autoplay=1&start=31&end=61&controls=0"
"ZAYN","TiO","https://www.youtube.com/embed/lf7eQ2PksA8?autoplay=1&start=33&end=63&controls=0"
"Conan Gray","Eye Of The Night","https://www.youtube.com/embed/iGUHtNf4RBI?autoplay=1&start=39&end=69&controls=0"
"XXXTENTACION","Moonlight","https://www.youtube.com/embed/DoCDdkQcH8s?autoplay=1&start=41&end=71&controls=0"
"Nicki Minaj","Anaconda","https://www.youtube.com/embed/17O3lL1aUrg?autoplay=1&start=59&end=89&controls=0"
"Nicki Minaj","Barbie World (with Aqua) [From Barbie The Album]","https://www.youtube.com/embed/CUj2AWEJnwQ?autoplay=1&start=47&end=77&controls=0"
"Bryant Barnes","Want You All The Time","https://www.youtube.com/embed/M7gWwxG6OHY?autoplay=1&start=34&end=64&controls=0"
"Saymooon","O KURWA RAKETA","https://www.youtube.com/embed/Iv67KGt6IeM?autoplay=1&start=43&end=73&controls=0"
"ANGUISH","Snova","https://www.youtube.com/embed/huh5zX0TwWw?autoplay=1&start=34&end=64&controls=0"
"The Weeknd","Often","https://www.youtube.com/embed/B3J6tQTuubc?autoplay=1&start=33&end=63&controls=0"
"Yosuf","Dbol","https://www.youtube.com/embed/u6kqRwbKNWk?autoplay=1&start=43&end=73&controls=0"
"Saymooon","Taco Terror","https://www.youtube.com/embed/uyEJFshqV_8?autoplay=1&start=36&end=66&controls=0"
"overrated","Wish You Were Here","https://www.youtube.com/embed/16C741fQ1s4?autoplay=1&start=46&end=76&controls=0"
"Conan Gray","The Exit","https://www.youtube.com/embed/K_sSq6-Qvlw?autoplay=1&start=39&end=69&controls=0"
"Britney Spears","Womanizer","https://www.youtube.com/embed/4lYa-PpkcuA?autoplay=1&start=47&end=77&controls=0"
"Chase Atlantic","CHXSE","https://www.youtube.com/embed/LZX9b-JelEw?autoplay=1&start=31&end=61&controls=0"
"ZAYN","Sweat","https://www.youtube.com/embed/BiSXG8EgQOA?autoplay=1&start=38&end=68&controls=0"
"Lorde","Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX","https://www.youtube.com/embed/LONIThD7vO8?autoplay=1&start=37&end=67&controls=0"
"S-Crew","J’aurais pas dû","https://www.youtube.com/embed/9f8wc1-EcpU?autoplay=1&start=46&end=76&controls=0"
"Jeremih","All The Time","https://www.youtube.com/embed/3L9N91NCS1w?autoplay=1&start=32&end=62&controls=0"
"Zhnoi","love is unfair","https://www.youtube.com/embed/kjp4aQTIHOM?autoplay=1&start=53&end=83&controls=0"
"Jeremih","Birthday Sex","https://www.youtube.com/embed/vYMxOzxKYYo?autoplay=1&start=34&end=64&controls=0"
"Linkin Park","Numb","https://www.youtube.com/embed/KIfYtDl4B2g?autoplay=1&start=44&end=74&controls=0"
"EI8HT","Silk & Cologne (EI8HT & Offset) - Spider-Verse Remix","https://www.youtube.com/embed/xuclcxS57oQ?autoplay=1&start=35&end=65&controls=0"
"Britney Spears","Toxic","https://www.youtube.com/embed/7l1A2gShWZo?autoplay=1&start=45&end=75&controls=0"
"d4vd","Romantic Homicide - Live Version","https://www.youtube.com/embed/3jocJWo07gc?autoplay=1&start=42&end=72&controls=0"
"Lady Gaga","Bad Romance","https://www.youtube.com/embed/9WNYIA1N4NU?autoplay=1&start=50&end=80&controls=0"
"Randee Campers","Safe and Sound","https://www.youtube.com/embed/TSuXwhXiGPw?autoplay=1&start=59&end=89&controls=0"
"Coda","Fighting Gold","https://www.youtube.com/embed/ub3EI4xw48c?autoplay=1&start=42&end=72&controls=0"
"DJ Rob","Boy's Interface - Dark Headz Refix - Slowed Version","https://www.youtube.com/embed/c_32S4G6SXo?autoplay=1&start=54&end=84&controls=0"
"Arcane","Ma Meilleure Ennemie - From The Series ""Arcane League of Legends""","https://www.youtube.com/embed/1F3OGIFnW1k?autoplay=1&start=32&end=62&controls=0"
"THÉA","À la mort - Edit","https://www.youtube.com/embed/siXX5rh-wEI?autoplay=1&start=41&end=71&controls=0"
"Chase Atlantic","Slow Down","https://www.youtube.com/embed/4kbSC3HXfJw?autoplay=1&start=30&end=60&controls=0"
"Summer Walker","Karma","https://www.youtube.com/embed/ie_dLVcfi7E?autoplay=1&start=37&end=67&controls=0"
"sheng","DIS-MOI PK ?! 为什么","https://www.youtube.com/embed/WBoO2QjKLlI?autoplay=1&start=54&end=84&controls=0"
"Miki","échec et mat","https://www.youtube.com/embed/R9aSObp_FYc?autoplay=1&start=49&end=79&controls=0"
"Chase Atlantic","STUCKINMYBRAIN","https://www.youtube.com/embed/wiA8o6CnpT0?autoplay=1&start=59&end=89&controls=0"
"Chase Atlantic","Vibes","https://www.youtube.com/embed/JdQJvyOxJJI?autoplay=1&start=37&end=67&controls=0"
"XXXTENTACION","Depression & Obsession","https://www.youtube.com/embed/yas2vpTPWWY?autoplay=1&start=35&end=65&controls=0"
"crypvolk","Can You Feel My Heart - Hardstyle","https://www.youtube.com/embed/mvPJK657dW8?autoplay=1&start=53&end=83&controls=0"
"RINI","Aphrodite","https://www.youtube.com/embed/aUqXDPwsHaI?autoplay=1&start=57&end=87&controls=0"
"6LACK","Bless Me","https://www.youtube.com/embed/V-EW0waFZz0?autoplay=1&start=46&end=76&controls=0"
"Arcane","Sucker - From The Series ""Arcane League of Legends""","https://www.youtube.com/embed/8sekyV_o2pM?autoplay=1&start=45&end=75&controls=0"
"Chase Atlantic","TOO LATE","https://www.youtube.com/embed/XEOQo7yaoYg?autoplay=1&start=48&end=78&controls=0"
"Josman","J'aime Bien!","https://www.youtube.com/embed/T9PgnuUwHxE?autoplay=1&start=54&end=84&controls=0"
"Love Mansuy","Mine","https://www.youtube.com/embed/jyS0xQFmF8w?autoplay=1&start=40&end=70&controls=0"
"Daft Punk","Digital Love","https://www.youtube.com/embed/4whD6uAryMs?autoplay=1&start=56&end=86&controls=0"
"JON VINYL","Addicted","https://www.youtube.com/embed/eafrHyn9u-s?autoplay=1&start=31&end=61&controls=0"
"Sabrina Claudio","Come Here","https://www.youtube.com/embed/OvnBogepbk4?autoplay=1&start=31&end=61&controls=0"
"Mozart Opera Rock","Tatoue moi","https://www.youtube.com/embed/Dry7hEBAM3s?autoplay=1&start=42&end=72&controls=0"
"Lady Gaga","LoveGame","https://www.youtube.com/embed/pG3yd3MzHdI?autoplay=1&start=39&end=69&controls=0"
"Conan Gray","Fainted Love","https://www.youtube.com/embed/ikPSM8w5aO4?autoplay=1&start=53&end=83&controls=0"
"Vieze Asbak","Meet Her At The Love Parade - Slowed","https://www.youtube.com/embed/Ap4a80WsnBo?autoplay=1&start=30&end=60&controls=0"
"Chase Atlantic","LIKE A ROCKSTAR","https://www.youtube.com/embed/5CTchC9i2aI?autoplay=1&start=55&end=85&controls=0"
"ZAYN","LIKE I WOULD - Troyboi Remix","https://www.youtube.com/embed/PAlb8rX3IS8?autoplay=1&start=31&end=61&controls=0"
"Chase Atlantic","Why Stop Now","https://www.youtube.com/embed/UEIRbiOWZRc?autoplay=1&start=41&end=71&controls=0"
"Saymooon","YEE YEE","https://www.youtube.com/embed/foZe8kaESSQ?autoplay=1&start=50&end=80&controls=0"
"Metro Boomin","Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","https://www.youtube.com/embed/7aUZtDaxS60?autoplay=1&start=39&end=69&controls=0"
"Charli xcx","visions","https://www.youtube.com/embed/XRza3wDl9pM?autoplay=1&start=30&end=60&controls=0"
"Arctic Monkeys","Do I Wanna Know?","https://www.youtube.com/embed/bpOSxM0rNPM?autoplay=1&start=40&end=70&controls=0"
"Bryant Barnes","Losing You","https://www.youtube.com/embed/X4bSGA_GGSg?autoplay=1&start=42&end=72&controls=0"
"Satine","C'est toi","https://www.youtube.com/embed/uuNnwGC4UyY?autoplay=1&start=38&end=68&controls=0"
"MYSK","Wake up to Reality Hardstyle","https://www.youtube.com/embed/UA__V1-ZBBc?autoplay=1&start=47&end=77&controls=0"
"Nicki Minaj","Super Freaky Girl","https://www.youtube.com/embed/-BRN32cpAK8?autoplay=1&start=37&end=67&controls=0"
"Offset","Danger (Spider) (Offset & JID)","https://www.youtube.com/embed/GizQn9rdiho?autoplay=1&start=39&end=69&controls=0"
"Vieze Asbak","Meet Her At The Love Parade - Beuk Mix","https://www.youtube.com/embed/DundQe-I_RI?autoplay=1&start=39&end=69&controls=0"
"Arctic Monkeys","I Wanna Be Yours","https://www.youtube.com/embed/nyuo9-OjNNg?autoplay=1&start=59&end=89&controls=0"
"Metro Boomin","Nonviolent Communication (Metro Boomin & James Blake, A$AP Rocky, 21 Savage)","https://www.youtube.com/embed/r_wpre3bnjQ?autoplay=1&start=32&end=62&controls=0"
"Ayelle","Talk","https://www.youtube.com/embed/UDmzBRTOTow?autoplay=1&start=44&end=74&controls=0"
"Bryant Barnes","Don't Want A Love Song","https://www.youtube.com/embed/VzhLfT2tjos?autoplay=1&start=50&end=80&controls=0"
"Rosenfeld","I Want To","https://www.youtube.com/embed/y37ML-rYqXA?autoplay=1&start=31&end=61&controls=0"
"The Weeknd","Earned It (Fifty Shades Of Grey)","https://www.youtube.com/embed/xe_iCkFsQKE?autoplay=1&start=35&end=65&controls=0"
"Metro Boomin","Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","https://www.youtube.com/embed/dsnuu20RSFU?autoplay=1&start=46&end=76&controls=0"
"Séleste","Par milliers","https://www.youtube.com/embed/_yOTQj7eTZM?autoplay=1&start=50&end=80&controls=0"
"St Graal","Resto Basket","https://www.youtube.com/embed/VAaXmSlkjqA?autoplay=1&start=34&end=64&controls=0"
"prodByLone","ABCDEFU","https://www.youtube.com/embed/ztpSvzpEVaM?autoplay=1&start=42&end=72&controls=0"
"Travis Scott","FE!N (feat. Playboi Carti)","https://www.youtube.com/embed/U-l4ya3ejko?autoplay=1&start=59&end=89&controls=0"
"Muse","Feeling Good","https://www.youtube.com/embed/Tbm-XMSTK2A?autoplay=1&start=31&end=61&controls=0"
"6LACK","First Fuck","https://www.youtube.com/embed/HGCFU4sh3X4?autoplay=1&start=47&end=77&controls=0"
"TOTO","Hold the Line","https://www.youtube.com/embed/Z65Qy27jjUE?autoplay=1&start=33&end=63&controls=0"
"ANGUISH","We Fell Apart","https://www.youtube.com/embed/8kS0doS_M5o?autoplay=1&start=47&end=77&controls=0"
"d4vd","Once More","https://www.youtube.com/embed/T02isJ9uh-o?autoplay=1&start=33&end=63&controls=0"
"d4vd","Say It Back","https://www.youtube.com/embed/spn04EYNigo?autoplay=1&start=36&end=66&controls=0"
"overrated","Take My Heart","https://www.youtube.com/embed/HM3AJd_XoVw?autoplay=1&start=58&end=88&controls=0"
"Sidi","Night Swim","https://www.youtube.com/embed/7FI1EagCPQ4?autoplay=1&start=34&end=64&controls=0"
"Sabrina Claudio","Control","https://www.youtube.com/embed/jasiWHFpNmM?autoplay=1&start=31&end=61&controls=0"
"Chase Atlantic","Into It","https://www.youtube.com/embed/lZp96uELegI?autoplay=1&start=49&end=79&controls=0"
"d4vd","More Than Just Friends","https://www.youtube.com/embed/tf0JAjdhZoA?autoplay=1&start=51&end=81&controls=0"
"Chase Atlantic","DIE FOR ME","https://www.youtube.com/embed/k_F-b8tLvng?autoplay=1&start=46&end=76&controls=0"
"Chase Atlantic","PARANOID","https://www.youtube.com/embed/zpK1ICt5Tms?autoplay=1&start=42&end=72&controls=0"
"Artemas","good girl","https://www.youtube.com/embed/TTDC92sKcoc?autoplay=1&start=41&end=71&controls=0"
"xryce","FUCK IT","https://www.youtube.com/embed/Ta5YF0OtW9g?autoplay=1&start=34&end=64&controls=0"
"FISHER","Losing It","https://www.youtube.com/embed/u31thuMehjM?autoplay=1&start=37&end=67&controls=0"
"ZAYN","wRoNg (feat. Kehlani)","https://www.youtube.com/embed/-HWAsjirC90?autoplay=1&start=56&end=86&controls=0"
"XXXTENTACION","Look At Me!","https://www.youtube.com/embed/wJGcwEv7838?autoplay=1&start=46&end=76&controls=0"
"d4vd","You and I","https://www.youtube.com/embed/K7Us2s0n8mg?autoplay=1&start=54&end=84&controls=0"
"d4vd","Ghost","https://www.youtube.com/embed/FpO31FVxxb4?autoplay=1&start=39&end=69&controls=0"
"Julien Doré","Paris-Seychelles","https://www.youtube.com/embed/m8ummXvkw1M?autoplay=1&start=41&end=71&controls=0"
"Makk Mikkael","use me","https://www.youtube.com/embed/yTPO7UPZz4U?autoplay=1&start=36&end=66&controls=0"
"The Weeknd","Opening Night","https://www.youtube.com/embed/MYZAi6GLXyM?autoplay=1&start=54&end=84&controls=0"
"Radiohead","Creep","https://www.youtube.com/embed/fAuT8_dboWo?autoplay=1&start=48&end=78&controls=0"
"Luther","GARÇON","https://www.youtube.com/embed/YJabtmgTxAY?autoplay=1&start=55&end=85&controls=0"
"Chase Atlantic","Meddle About","https://www.youtube.com/embed/MXp3lZQgwes?autoplay=1&start=40&end=70&controls=0"
"Kendrick Lamar","Not Like Us","https://www.youtube.com/embed/H58vbez_m4E?autoplay=1&start=56&end=86&controls=0"
"MDNS","Paradis","https://www.youtube.com/embed/IVV4ajfHMhU?autoplay=1&start=32&end=62&controls=0"
"ANGUISH","Glaza","https://www.youtube.com/embed/DqCplSEPPSI?autoplay=1&start=53&end=83&controls=0"
"6LACK","One Way (feat. T-Pain) - Bonus","https://www.youtube.com/embed/Gr6rBaFAOLI?autoplay=1&start=59&end=89&controls=0"
"Rod Janois","Ca Ira Mon Amour - Extrait De “1789”","https://www.youtube.com/embed/6Om4EIUWrYQ?autoplay=1&start=54&end=84&controls=0"
"Arin Ray","A Seat","https://www.youtube.com/embed/a9tPliuksD0?autoplay=1&start=32&end=62&controls=0"
"Charli xcx","Hot Girl (Bodies Bodies Bodies)","https://www.youtube.com/embed/vKIU3Q5oiMg?autoplay=1&start=45&end=75&controls=0"
"abel31","crystal","https://www.youtube.com/embed/B_dtMiq9Vv0?autoplay=1&start=31&end=61&controls=0"
"Ty Dolla $ign","Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix","https://www.youtube.com/embed/TUj0otkJEBo?autoplay=1&start=30&end=60&controls=0"
"Rihanna","SOS","https://www.youtube.com/embed/lpm5pcCC_-Q?autoplay=1&start=36&end=66&controls=0"
"Mozart Opera Rock","C'est bientôt la fin","https://www.youtube.com/embed/aS1SGkWoHec?autoplay=1&start=53&end=83&controls=0"
"11:11 Music Group","bring it fine - sped up","https://www.youtube.com/embed/2J8-RjYxqQs?autoplay=1&start=43&end=73&controls=0"
"Rosenfeld","Do It for Me","https://www.youtube.com/embed/FN_mPSg_jk0?autoplay=1&start=49&end=79&controls=0"
"Stationary Sign","Granny's Basement","https://www.youtube.com/embed/naNlGprnah4?autoplay=1&start=45&end=75&controls=0"
"Chase Atlantic","WHAT U CALL THAT","https://www.youtube.com/embed/L_1Iu6UBiLw?autoplay=1&start=49&end=79&controls=0"
"Doja Cat","Casual","https://www.youtube.com/embed/dvK4Apd5m3M?autoplay=1&start=51&end=81&controls=0"
"Yosuf","We're All Gonna Make It","https://www.youtube.com/embed/CbHyyRwKOOo?autoplay=1&start=39&end=69&controls=0"
"Chase Atlantic","MAMACITA","https://www.youtube.com/embed/Ppu8TB3Mc-Q?autoplay=1&start=40&end=70&controls=0"
"Grégory Lemarchal","Écris l'histoire","https://www.youtube.com/embed/ECm-1CXzYT0?autoplay=1&start=30&end=60&controls=0"
"Bloc Party","Banquet","https://www.youtube.com/embed/vdkmhquF60o?autoplay=1&start=47&end=77&controls=0"
"Spice Girls","Wannabe","https://www.youtube.com/embed/tTZDHlnTgR0?autoplay=1&start=53&end=83&controls=0"
"Supertramp","The Logical Song - Remastered 2010","https://www.youtube.com/embed/pADasWwtlrM?autoplay=1&start=33&end=63&controls=0"
"Everybody Loves an Outlaw","I See Red","https://www.youtube.com/embed/rRFsZ1bifm0?autoplay=1&start=54&end=84&controls=0"
"d4vd","Leave Her","https://www.youtube.com/embed/z9DgmcW6jC0?autoplay=1&start=42&end=72&controls=0"
"Britney Spears","Oops!...I Did It Again","https://www.youtube.com/embed/OO0aTOIU_3w?autoplay=1&start=47&end=77&controls=0"
"Nbdy","Lights Out","https://www.youtube.com/embed/ZEBRcjprk2Y?autoplay=1&start=44&end=74&controls=0"
"D'african","I Fucking Lust You","https://www.youtube.com/embed/tEYhLz3ydF0?autoplay=1&start=59&end=89&controls=0"
"Asentrix","Titanium - Hardstyle Version","https://www.youtube.com/embed/_B2ccKYU3xE?autoplay=1&start=34&end=64&controls=0"
"Blues Trottoir","Un soir de pluie","https://www.youtube.com/embed/Fo9pO0yqLhQ?autoplay=1&start=36&end=66&controls=0"
"Satine","Applaudissez-moi","https://www.youtube.com/embed/ThO39R6XmcM?autoplay=1&start=38&end=68&controls=0"
"Harry Styles","She","https://www.youtube.com/embed/zQ3PeDGswz4?autoplay=1&start=42&end=72&controls=0"
"SiM","Under the Tree","https://www.youtube.com/embed/yKPka2qGRh8?autoplay=1&start=42&end=72&controls=0"
"Bruno Mars","Gorilla","https://www.youtube.com/embed/I7q87gC9oDI?autoplay=1&start=56&end=86&controls=0"
"Doja Cat","Ain't Shit","https://www.youtube.com/embed/Ix4L9am2Kwk?autoplay=1&start=39&end=69&controls=0"
"Lloyd","All I Need","https://www.youtube.com/embed/0kwnImJsRJk?autoplay=1&start=48&end=78&controls=0"
"XXXTENTACION","Save Me","https://www.youtube.com/embed/-8xdDaRFdwc?autoplay=1&start=39&end=69&controls=0"
"Ajar","TÖUNDRA","https://www.youtube.com/embed/8TLKFBYWyR4?autoplay=1&start=35&end=65&controls=0"
"Chase Atlantic","HEAVEN AND BACK","https://www.youtube.com/embed/uIS6H-JxOXE?autoplay=1&start=46&end=76&controls=0"
"Metro Boomin","Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray)","https://www.youtube.com/embed/-WOonkg_ZCo?autoplay=1&start=43&end=73&controls=0"
